Date,IV on 6m EUR/USD Options Mid Price,SMAVG (50),SMAVG (100),SMAVG (250)
2018-10-10,7.675,7.503,7.43353,7.25406
2018-10-09,7.705,7.4896,7.43048,7.25267
2018-10-08,7.6,7.4761,7.42497,7.25092
2018-10-05,7.565,7.4642,7.42153,7.25009
2018-10-04,7.595,7.4538,7.41635,7.24965
2018-10-03,7.6075,7.4426,7.41105,7.2491
2018-10-02,7.52,7.43215,7.40728,7.24807
2018-10-01,7.365,7.42465,7.40193,7.24817
2018-09-28,7.365,7.42025,7.39703,7.24912
2018-09-27,7.22,7.41605,7.39218,7.24964
2018-09-26,7.085,7.41645,7.39078,7.25076
2018-09-25,7.2025,7.4169,7.39235,7.25244
2018-09-24,7.23,7.41425,7.39237,7.25299
2018-09-21,7.25,7.41145,7.39035,7.25269
2018-09-20,7.215,7.41015,7.38755,7.25241
2018-09-19,7.1825,7.40825,7.38548,7.2526
2018-09-18,7.2075,7.4082,7.38465,7.25275
2018-09-17,7.24,7.40405,7.38373,7.2527
2018-09-14,7.2825,7.39815,7.38013,7.2532
2018-09-13,7.27,7.3927,7.37625,7.25381
2018-09-12,7.4,7.39235,7.37428,7.25499
2018-09-11,7.5575,7.39105,7.37085,7.25565
2018-09-10,7.605,7.3875,7.3651,7.25683
2018-09-07,7.6375,7.3854,7.35945,7.25856
2018-09-06,7.545,7.38015,7.35125,7.26014
2018-09-05,7.5925,7.3826,7.34335,7.2615
2018-09-04,7.6725,7.38225,7.33502,7.26233
2018-09-03,7.5775,7.3797,7.32575,7.26322
2018-08-31,7.585,7.38035,7.31765,7.26443
2018-08-30,7.4125,7.38325,7.30923,7.26541
2018-08-29,7.2975,7.3921,7.30355,7.26724
2018-08-28,7.2375,7.4017,7.29913,7.26983
2018-08-27,7.425,7.41425,7.29462,7.27254
2018-08-24,7.6125,7.41905,7.28842,7.27491
2018-08-23,7.85,7.41865,7.2808,7.27728
2018-08-22,7.6025,7.41565,7.2724,7.27853
2018-08-21,7.575,7.41235,7.26745,7.2804
2018-08-20,7.63,7.4123,7.26283,7.28218
2018-08-17,7.705,7.41075,7.25738,7.2835
2018-08-16,7.815,7.40785,7.25133,7.284
2018-08-15,8.1225,7.39985,7.24452,7.28436
2018-08-14,8.065,7.3852,7.23518,7.28358
2018-08-13,7.97,7.37075,7.22598,7.28298
2018-08-10,8.1,7.35635,7.21777,7.28182
2018-08-09,7.445,7.34105,7.2086,7.27987
2018-08-08,7.32,7.3423,7.20515,7.28046
2018-08-07,7.335,7.3543,7.20227,7.28172
2018-08-06,7.515,7.3738,7.19995,7.28278
2018-08-03,7.32,7.36985,7.19655,7.28326
2018-08-02,7.24,7.367,7.19473,7.2845
2018-08-01,7.005,7.36405,7.19195,7.28602
2018-07-31,7.03,7.37135,7.19193,7.28851
2018-07-30,7.005,7.37385,7.19243,7.29091
2018-07-27,7.045,7.37885,7.19308,7.2935
2018-07-26,7.035,7.3789,7.19467,7.29666
2018-07-25,7.085,7.3795,7.19807,7.29954
2018-07-24,7.145,7.3824,7.20178,7.3019
2018-07-23,7.145,7.3792,7.20425,7.30342
2018-07-20,7.155,7.3738,7.20582,7.30493
2018-07-19,7.24,7.3683,7.20792,7.30735
2018-07-18,7.1075,7.3651,7.20895,7.30982
2018-07-17,7.07,7.3678,7.21072,7.31234
2018-07-16,7.09,7.3705,7.213,7.31461
2018-07-13,7.185,7.36925,7.21497,7.31653
2018-07-12,7.12,7.36495,7.21705,7.31812
2018-07-11,7.18,7.3627,7.21968,7.31994
2018-07-10,7.0,7.3611,7.22213,7.32121
2018-07-09,6.945,7.3634,7.22805,7.32348
2018-07-06,7.01,7.3621,7.2343,7.32524
2018-07-05,7.2525,7.3598,7.24105,7.32672
2018-07-04,7.335,7.3562,7.24598,7.32715
2018-07-03,7.38,7.35065,7.24907,7.32701
2018-07-02,7.5,7.3427,7.25082,7.32691
2018-06-29,7.375,7.3335,7.25362,7.32473
2018-06-28,7.6675,7.32235,7.26008,7.32271
2018-06-27,7.575,7.3041,7.26285,7.31968
2018-06-26,7.545,7.2878,7.26438,7.31732
2018-06-25,7.61,7.2718,7.26748,7.31487
2018-06-22,7.73,7.25495,7.2697,7.31185
2018-06-21,7.855,7.2352,7.26945,7.30889
2018-06-20,7.7775,7.215,7.26673,7.30529
2018-06-19,7.865,7.19655,7.26272,7.302
2018-06-18,7.665,7.175,7.25992,7.29811
2018-06-15,7.5925,7.1578,7.25892,7.29508
2018-06-14,7.7,7.14295,7.25822,7.29298
2018-06-13,7.4375,7.12915,7.2562,7.29128
2018-06-12,7.5725,7.12255,7.25563,7.29071
2018-06-11,7.5525,7.11335,7.2504,7.28856
2018-06-08,7.56,7.104,7.24662,7.28553
2018-06-07,7.415,7.0948,7.24363,7.28283
2018-06-06,7.39,7.0892,7.24102,7.28093
2018-06-05,7.3425,7.08515,7.23725,7.27903
2018-06-04,7.25,7.0812,7.23275,7.27689
2018-06-01,7.335,7.0792,7.23338,7.27485
2018-05-31,7.5075,7.07615,7.23045,7.27309
2018-05-30,7.92,7.068,7.223,7.27125
2018-05-29,8.31,7.05025,7.20935,7.26754
2018-05-28,7.3175,7.0261,7.19075,7.26146
2018-05-25,7.1775,7.02325,7.18393,7.25942
2018-05-24,7.0925,7.02245,7.18045,7.2591
2018-05-23,7.37,7.01985,7.17912,7.26002
2018-05-22,7.155,7.0125,7.17698,7.26093
2018-05-21,7.255,7.011,7.17807,7.26213
2018-05-18,7.0475,7.0073,7.17865,7.26307
2018-05-17,7.065,7.01045,7.18085,7.26489
2018-05-16,7.23,7.01665,7.18127,7.26678
2018-05-15,6.985,7.02115,7.1793,7.26811
2018-05-14,6.875,7.0293,7.1797,7.27072
2018-05-11,6.88,7.03785,7.18122,7.27249
2018-05-10,7.08,7.04755,7.1824,7.27411
2018-05-09,7.2425,7.0528,7.18205,7.27485
2018-05-08,7.205,7.05365,7.18052,7.2758
2018-05-07,7.0275,7.0555,7.17865,7.27684
2018-05-04,6.97,7.0607,7.17742,7.27819
2018-05-03,7.0075,7.06915,7.1769,7.28005
2018-05-02,7.1,7.07665,7.1766,7.28166
2018-05-01,7.115,7.08315,7.17475,7.28332
2018-04-30,6.88,7.0927,7.17397,7.28362
2018-04-27,6.895,7.1065,7.17513,7.2845
2018-04-26,7.0725,7.1223,7.17648,7.28502
2018-04-25,7.0575,7.13575,7.17672,7.28507
2018-04-24,6.9825,7.1475,7.17775,7.28532
2018-04-23,7.04,7.15895,7.17943,7.2855
2018-04-20,6.8175,7.17375,7.18148,7.28599
2018-04-19,6.755,7.1978,7.18617,7.28945
2018-04-18,6.76,7.2216,7.19077,7.29339
2018-04-17,6.745,7.24095,7.19457,7.29714
2018-04-16,6.7675,7.26315,7.1984,7.30132
2018-04-13,6.7425,7.28445,7.20272,7.30571
2018-04-12,6.845,7.3037,7.20765,7.31018
2018-04-11,6.855,7.31845,7.20805,7.3143
2018-04-10,6.7875,7.3289,7.20835,7.31949
2018-04-09,6.805,7.34485,7.20925,7.32484
2018-04-06,6.85,7.36005,7.21072,7.32976
2018-04-05,7.01,7.3735,7.21098,7.339
2018-04-04,7.1075,7.38325,7.20923,7.34702
2018-04-03,7.1125,7.3887,7.20875,7.35421
2018-04-02,7.085,7.38745,7.20767,7.3619
2018-03-30,7.1,7.38925,7.2042,7.3701
2018-03-29,7.135,7.39245,7.20068,7.3779
2018-03-28,7.1875,7.39285,7.19712,7.38556
2018-03-27,7.145,7.38935,7.19203,7.39313
2018-03-26,7.15,7.3843,7.18792,7.40043
2018-03-23,7.1825,7.38755,7.18498,7.40771
2018-03-22,7.1,7.38475,7.1831,7.41525
2018-03-21,7.0325,7.378,7.18288,7.42247
2018-03-20,7.1025,7.36845,7.18237,7.42903
2018-03-19,7.175,7.3554,7.18265,7.43513
2018-03-16,7.1375,7.3446,7.18425,7.44091
2018-03-15,6.9625,7.33845,7.1869,7.44721
2018-03-14,7.0025,7.3384,7.1917,7.45426
2018-03-13,7.08,7.34145,7.19495,7.46108
2018-03-12,7.07,7.34515,7.19683,7.46752
2018-03-09,7.205,7.35,7.20005,7.47379
2018-03-08,7.375,7.35125,7.20255,7.48003
2018-03-07,7.455,7.3459,7.20337,7.48593
2018-03-06,7.3925,7.33745,7.20232,7.49113
2018-03-05,7.3025,7.3301,7.20385,7.49612
2018-03-02,7.365,7.3246,7.20685,7.50204
2018-03-01,7.3425,7.31725,7.20815,7.50696
2018-02-28,7.285,7.3113,7.20972,7.51096
2018-02-27,7.2975,7.3074,7.21193,7.51708
2018-02-26,7.2875,7.3018,7.21235,7.52367
2018-02-23,7.3925,7.29415,7.21103,7.53044
2018-02-22,7.3825,7.28465,7.2089,7.53688
2018-02-21,7.425,7.27655,7.2077,7.54344
2018-02-20,7.5925,7.26635,7.20565,7.54968
2018-02-19,7.57,7.25525,7.20167,7.55525
2018-02-16,7.685,7.24375,7.19963,7.56091
2018-02-15,7.745,7.23065,7.19712,7.56621
2018-02-14,7.645,7.2177,7.19532,7.57328
2018-02-13,7.555,7.208,7.19453,7.5808
2018-02-12,7.78,7.1999,7.1975,7.58889
2018-02-09,8.02,7.1892,7.20008,7.59734
2018-02-08,7.945,7.17455,7.2002,7.60556
2018-02-07,7.7275,7.15995,7.1996,7.61458
2018-02-06,7.855,7.1482,7.20033,7.62451
2018-02-05,7.8325,7.13365,7.20073,7.63363
2018-02-02,7.705,7.121,7.2012,7.6416
2018-02-01,7.5825,7.1116,7.20245,7.64974
2018-01-31,7.3775,7.09765,7.20533,7.65795
2018-01-30,7.585,7.0878,7.211,7.66779
2018-01-29,7.565,7.07365,7.2143,7.67685
2018-01-26,7.5225,7.0614,7.21882,7.68654
2018-01-25,7.4975,7.04845,7.22565,7.6967
2018-01-24,7.38,7.0352,7.2323,7.70658
2018-01-23,7.05,7.0288,7.2392,7.71719
2018-01-22,7.175,7.0279,7.2489,7.72886
2018-01-19,7.26,7.01915,7.25675,7.73973
2018-01-18,7.155,7.0089,7.26245,7.74936
2018-01-17,7.0125,7.0014,7.26995,7.75929
2018-01-16,6.8925,6.9947,7.2791,7.77053
2018-01-15,7.3125,6.99155,7.28933,7.78256
2018-01-12,7.0425,6.9824,7.293,7.79389
2018-01-11,6.7625,6.98145,7.2987,7.80515
2018-01-10,6.555,6.98775,7.307,7.81744
2018-01-09,6.45,6.9963,7.3178,7.82961
2018-01-08,6.635,7.0099,7.3293,7.84227
2018-01-05,6.83,7.0239,7.3393,7.85481
2018-01-04,6.96,7.03535,7.3473,7.86717
2018-01-03,7.155,7.045,7.3539,7.87935
2018-01-02,7.265,7.04845,7.35862,7.88995
2018-01-01,7.3125,7.0485,7.36228,7.89981
2017-12-29,7.2675,7.0501,7.36567,7.91093
2017-12-28,7.1075,7.05385,7.37135,7.92139
2017-12-27,7.0325,7.06085,7.37783,7.93332
2017-12-26,7.025,7.0672,7.38425,7.94707
2017-12-25,7.0275,7.0776,7.38925,7.95979
2017-12-22,6.9975,7.0891,7.3942,7.97344
2017-12-21,7.045,7.09905,7.40182,7.98582
2017-12-20,7.09,7.10815,7.40995,7.9994
2017-12-19,7.0175,7.11645,7.41643,8.01308
2017-12-18,6.905,7.1229,7.42263,8.02841
2017-12-15,6.9175,7.1279,7.42928,8.04444
2017-12-14,6.9775,7.13315,7.43593,8.06011
2017-12-13,6.915,7.13885,7.4419,8.07562
2017-12-12,7.0375,7.14495,7.44772,8.09218
2017-12-11,6.995,7.1481,7.45302,8.10817
2017-12-08,7.03,7.1555,7.45692,8.12419
2017-12-07,7.0975,7.1636,7.46042,8.13985
2017-12-06,7.16,7.17295,7.46305,8.15507
2017-12-05,7.15,7.18105,7.46445,8.17075
2017-12-04,7.245,7.1951,7.4665,8.18759
2017-12-01,7.2875,7.21095,7.4636,8.20461
2017-11-30,7.215,7.22585,7.45942,8.222
2017-11-29,7.14,7.23925,7.45638,8.23972
2017-11-28,7.1275,7.25245,7.45482,8.2556
2017-11-27,7.2,7.2678,7.45288,8.27073
2017-11-24,7.235,7.2814,7.44943,8.28613
2017-11-23,6.885,7.2933,7.44698,8.30135
2017-11-22,6.885,7.313,7.44768,8.31716
2017-11-21,6.8775,7.3342,7.44838,8.3326
2017-11-20,6.9525,7.35495,7.44852,8.34765
2017-11-17,6.875,7.37625,7.44807,8.36196
2017-11-16,6.835,7.40285,7.45,8.37788
2017-11-15,7.06,7.4294,7.4544,8.39347
2017-11-14,7.005,7.4496,7.45675,8.40854
2017-11-13,6.7375,7.4699,7.45705,8.42289
2017-11-10,6.7475,7.49435,7.45762,8.43753
2017-11-09,6.78,7.516,7.459,8.45231
2017-11-08,6.6775,7.5385,7.4606,8.46765
2017-11-07,6.735,7.5635,7.46298,8.48326
2017-11-06,6.855,7.5871,7.4637,8.49728
2017-11-03,6.995,7.6036,7.46255,8.51186
2017-11-02,7.0775,7.61595,7.46155,8.52774
2017-11-01,6.9825,7.62625,7.46125,8.54069
2017-10-31,7.13,7.6393,7.46135,8.55425
2017-10-30,7.335,7.6487,7.45795,8.56535
2017-10-27,7.4025,7.6547,7.45267,8.57738
2017-10-26,7.4425,7.65925,7.44963,8.58681
2017-10-25,7.3275,7.6628,7.44842,8.59416
2017-10-24,7.2675,7.6688,7.45113,8.60013
2017-10-23,7.3925,7.67605,7.453,8.6045
2017-10-20,7.455,7.68125,7.45398,8.60881
2017-10-19,7.4575,7.68885,7.45445,8.6151
2017-10-18,7.35,7.6948,7.45525,8.62082
2017-10-17,7.545,7.7013,7.45738,8.62763
2017-10-16,7.6025,7.7009,7.4583,8.63205
2017-10-13,7.495,7.6993,7.45545,8.6358
2017-10-12,7.5,7.7046,7.45335,8.63975
2017-10-11,7.505,7.71175,7.451,8.64369
2017-10-10,7.34,7.7164,7.45075,8.64792
2017-10-09,7.155,7.72235,7.452,8.65297
2017-10-06,7.18,7.73065,7.4541,8.65885
2017-10-05,7.2625,7.7387,7.45665,8.66531
2017-10-04,7.22,7.74495,7.45813,8.67036
2017-10-03,7.195,7.7505,7.46107,8.67569
2017-10-02,7.365,7.75795,7.46103,8.68147
2017-09-29,7.435,7.75835,7.45837,8.68703
2017-09-28,7.565,7.75725,7.45428,8.69196
2017-09-27,7.565,7.75315,7.44947,8.6969
2017-09-26,7.8525,7.74785,7.44502,8.70275
2017-09-25,8.0375,7.7379,7.43678,8.70709
2017-09-22,8.0325,7.71625,7.42803,8.70937
2017-09-21,7.885,7.693,7.42452,8.71225
2017-09-20,7.8,7.6735,7.42308,8.71557
2017-09-19,7.895,7.6572,7.42205,8.71834
2017-09-18,7.88,7.63795,7.421,8.72116
2017-09-15,7.83,7.61745,7.42085,8.72357
2017-09-14,7.87,7.60065,7.42115,8.72652
2017-09-13,7.945,7.58235,7.4212,8.72931
2017-09-12,7.915,7.56255,7.42327,8.73163
2017-09-11,8.0175,7.5421,7.42537,8.73383
2017-09-08,8.205,7.5199,7.42555,8.73594
2017-09-07,8.1625,7.49715,7.4351,8.73618
2017-09-06,8.07,7.4794,7.44362,8.73653
2017-09-05,8.02,7.4639,7.45197,8.73823
2017-09-04,7.96,7.4442,7.46212,8.74035
2017-09-01,7.83,7.4209,7.47388,8.74287
2017-08-31,7.905,7.402,7.48607,8.74569
2017-08-30,7.9275,7.3827,7.49753,8.74789
2017-08-29,7.915,7.36245,7.50905,8.75045
2017-08-28,7.68,7.3403,7.5196,8.75249
2017-08-25,7.6125,7.3215,7.5325,8.75595
2017-08-24,7.5925,7.30715,7.54705,8.759
2017-08-23,7.635,7.29625,7.56017,8.76147
2017-08-22,7.6,7.2834,7.57055,8.76365
2017-08-21,7.635,7.2672,7.58082,8.76662
2017-08-18,7.63,7.25065,7.59067,8.76994
2017-08-17,7.62,7.24,7.6015,8.7736
2017-08-16,7.6275,7.23405,7.61255,8.7779
2017-08-15,7.63,7.23345,7.62335,8.78258
2017-08-14,7.6525,7.22995,7.63395,8.78672
2017-08-11,7.835,7.2267,7.6438,8.79082
2017-08-10,7.755,7.22005,7.6531,8.7936
2017-08-09,7.675,7.2157,7.66405,8.79644
2017-08-08,7.525,7.21345,7.67485,8.79993
2017-08-07,7.5225,7.2157,7.686,8.80286
2017-08-04,7.76,7.2116,7.6986,8.80587
2017-08-03,7.8575,7.2021,7.70695,8.80787
2017-08-02,7.7375,7.19025,7.7118,8.80953
2017-08-01,7.6375,7.1851,7.72258,8.8122
2017-07-31,7.57,7.18165,7.73565,8.81511
2017-07-28,7.5825,7.17755,7.74975,8.81769
2017-07-27,7.575,7.1746,7.76395,8.82029
2017-07-26,7.4975,7.1713,7.77843,8.82315
2017-07-25,7.5675,7.17165,7.7933,8.82633
2017-07-24,7.385,7.1641,7.80748,8.82951
2017-07-21,7.38,7.1584,7.82347,8.83356
2017-07-20,7.36,7.1513,7.83978,8.83804
2017-07-19,7.3,7.1458,7.8613,8.84233
2017-07-18,7.355,7.1422,7.88355,8.84653
2017-07-17,6.955,7.13565,7.90578,8.85064
2017-07-14,6.87,7.1398,7.93515,8.85599
2017-07-13,6.91,7.15605,7.9672,8.86259
2017-07-12,6.985,7.17265,8.0001,8.86867
2017-07-11,6.9325,7.1869,8.03235,8.87609
2017-07-10,6.855,7.20405,8.06437,8.88462
2017-07-07,6.99,7.22425,8.09408,8.89424
2017-07-06,6.955,7.24165,8.12158,8.90344
2017-07-05,6.955,7.26005,8.14837,8.91274
2017-07-04,6.8925,7.284,8.1772,8.92222
2017-07-03,6.9075,7.30865,8.20677,8.93156
2017-06-30,7.0675,7.3312,8.23757,8.93983
2017-06-29,7.275,7.37305,8.26752,8.94758
2017-06-28,7.295,7.40785,8.29445,8.95377
2017-06-27,7.035,7.44005,8.32183,8.96044
2017-06-26,6.795,7.48005,8.35115,8.96872
2017-06-23,6.885,7.52685,8.38212,8.97904
2017-06-22,6.94,7.57015,8.40995,8.98939
2017-06-21,6.915,7.61235,8.43692,9.00022
2017-06-20,6.8075,7.65565,8.466,9.01197
2017-06-19,6.74,7.6989,8.49693,9.0241
2017-06-16,6.895,7.7435,8.53098,9.03535
2017-06-15,7.0475,7.78695,8.5606,9.04619
2017-06-14,6.9925,7.8241,8.58848,9.05697
2017-06-13,6.79,7.8577,8.61452,9.06768
2017-06-12,6.8075,7.89445,8.64277,9.08228
2017-06-09,7.0975,7.9307,8.6724,9.10017
2017-06-08,7.3225,7.963,8.70063,9.1165
2017-06-07,7.5975,7.99105,8.72745,9.12507
2017-06-06,7.455,8.01325,8.74953,9.13377
2017-06-05,7.49,8.03795,8.77227,9.14228
2017-06-02,7.5025,8.0609,8.7983,9.15038
2017-06-01,7.5375,8.08615,8.8221,9.16065
2017-05-31,7.5625,8.1124,8.84762,9.17193
2017-05-30,7.6375,8.13625,8.8767,9.18221
2017-05-29,7.3175,8.1563,8.90238,9.19526
2017-05-26,7.285,8.1856,8.9336,9.20791
2017-05-25,7.265,8.2118,8.96167,9.21981
2017-05-24,7.48,8.23335,8.99343,9.22871
2017-05-23,7.465,8.26005,9.02372,9.23508
2017-05-22,7.365,8.28965,9.05758,9.24093
2017-05-19,7.435,8.32195,9.09305,9.24745
2017-05-18,7.41,8.3533,9.12705,9.25263
2017-05-17,7.515,8.38555,9.1615,9.25955
2017-05-16,7.19,8.41495,9.1969,9.26725
2017-05-15,7.1,8.45085,9.23535,9.27549
2017-05-12,7.025,8.48855,9.27435,9.28387
2017-05-11,7.085,8.52825,9.31355,9.29224
2017-05-10,7.12,8.5768,9.35172,9.30047
2017-05-09,7.0275,8.6249,9.39132,9.30964
2017-05-08,7.1625,8.6759,9.43465,9.31982
2017-05-05,7.6825,8.7305,9.47803,9.32965
2017-05-04,7.74,8.77835,9.51755,9.33802
2017-05-03,7.6975,8.82755,9.5566,9.3467
2017-05-02,7.79,8.8778,9.59072,9.35525
2017-05-01,7.865,8.9247,9.62193,9.36344
2017-04-28,7.86,8.9639,9.65378,9.37166
2017-04-27,7.875,9.0015,9.68557,9.37923
2017-04-26,8.1525,9.0367,9.7152,9.38591
2017-04-25,8.125,9.0704,9.74113,9.39149
2017-04-24,8.035,9.1049,9.76628,9.39762
2017-04-21,9.16,9.14395,9.79123,9.40457
2017-04-20,9.015,9.162,9.80818,9.40711
2017-04-19,8.905,9.18105,9.82535,9.41069
2017-04-18,9.035,9.2036,9.84457,9.41406
2017-04-17,9.135,9.22225,9.86015,9.41663
2017-04-14,9.05,9.2374,9.87278,9.41845
2017-04-13,9.05,9.24975,9.8867,9.42017
2017-04-12,9.08,9.2615,9.90235,9.42107
2017-04-11,8.97,9.27635,9.91735,9.42268
2017-04-10,8.97,9.29495,9.93005,9.42413
2017-04-07,9.0675,9.31845,9.94535,9.42665
2017-04-06,8.905,9.33425,9.96432,9.42935
2017-04-05,8.6725,9.35285,9.97843,9.43256
2017-04-04,8.6275,9.37135,9.99543,9.43696
2017-04-03,8.62,9.3911,10.0082,9.44134
2017-03-31,8.7125,9.4141,10.02542,9.44691
2017-03-30,8.725,9.43825,10.0359,9.45255
2017-03-29,8.7075,9.46385,10.04145,9.45878
2017-03-28,8.69,9.4858,10.04257,9.46506
2017-03-27,8.6375,9.5066,10.03928,9.47139
2017-03-24,8.765,9.5357,10.0376,9.47821
2017-03-23,8.85,9.55805,10.04023,9.48466
2017-03-22,8.755,9.58285,10.0406,9.49187
2017-03-21,8.64,9.61715,10.04358,9.4988
2017-03-20,8.7825,9.64845,10.04367,9.50506
2017-03-17,8.595,9.6816,10.04125,9.50949
2017-03-16,8.3425,9.71155,10.04012,9.51457
2017-03-15,8.815,9.7535,10.04155,9.52066
2017-03-14,8.945,9.7874,10.03903,9.52384
2017-03-13,8.98,9.8255,10.0356,9.52784
2017-03-10,9.0025,9.86415,10.03205,9.53301
2017-03-09,9.0225,9.9008,10.02997,9.53779
2017-03-08,8.985,9.93745,10.025,9.54252
2017-03-07,8.985,9.97885,10.02067,9.54711
2017-03-06,8.985,10.01985,10.01723,9.55032
2017-03-03,9.01,10.06015,10.01493,9.55291
2017-03-02,9.5125,10.09885,10.0115,9.55586
2017-03-01,9.525,10.12665,10.00437,9.55715
2017-02-28,9.5775,10.15775,9.9994,9.55957
2017-02-27,9.8925,10.1934,9.993,9.56225
2017-02-24,10.075,10.22555,9.98015,9.56263
2017-02-23,10.2,10.25675,9.96692,9.56419
2017-02-22,10.21,10.28565,9.95208,9.56637
2017-02-21,10.135,10.30365,9.9349,9.56924
2017-02-20,9.825,10.31915,9.91955,9.57243
2017-02-17,9.74,10.34365,9.90613,9.57822
2017-02-16,9.635,10.36965,9.8944,9.58415
2017-02-15,9.8375,10.3937,9.88373,9.59108
2017-02-14,9.85,10.41185,9.8706,9.59731
2017-02-13,9.9875,10.42765,9.85675,9.60409
2017-02-10,10.0625,10.4385,9.84233,9.61067
2017-02-09,9.9675,10.45435,9.82435,9.61621
2017-02-08,10.0325,10.46965,9.80717,9.62168
2017-02-07,9.9675,10.48555,9.7918,9.628
2017-02-06,9.8925,10.49805,9.77763,9.63265
2017-02-03,9.6675,10.50815,9.7646,9.63755
2017-02-02,9.6375,10.52365,9.75327,9.64232
2017-02-01,9.8225,10.5432,9.74145,9.64648
2017-01-31,9.9,10.55835,9.7289,9.65001
2017-01-30,10.145,10.56515,9.71415,9.65366
2017-01-27,9.8575,10.57225,9.69815,9.65599
2017-01-26,9.835,10.5944,9.68332,9.66024
2017-01-25,9.5975,10.604,9.66708,9.66556
2017-01-24,9.615,10.6195,9.6529,9.67111
2017-01-23,9.77,10.6253,9.64017,9.67611
2017-01-20,9.92,10.63675,9.62712,9.68091
2017-01-19,10.005,10.63355,9.61337,9.68248
2017-01-18,9.805,10.61905,9.60028,9.68422
2017-01-17,9.73,10.59935,9.5902,9.68727
2017-01-16,10.0925,10.57195,9.57955,9.68903
2017-01-13,9.8825,10.5395,9.5654,9.68912
2017-01-12,10.09,10.5224,9.55188,9.69067
2017-01-11,10.47,10.49835,9.53562,9.69107
2017-01-10,10.205,10.47,9.5164,9.68969
2017-01-09,10.44,10.4389,9.49693,9.68939
2017-01-06,10.0925,10.4009,9.47528,9.68835
2017-01-05,10.44,10.3687,9.45695,9.68864
2017-01-04,10.51,10.3296,9.43528,9.68776
2017-01-03,10.85,10.29065,9.41422,9.68611
2017-01-02,10.9125,10.2457,9.38937,9.68272
2016-12-30,10.835,10.19995,9.3624,9.67943
2016-12-29,10.855,10.15915,9.33638,9.67698
2016-12-28,11.055,10.11255,9.31073,9.67367
2016-12-27,11.035,10.0625,9.2831,9.66911
2016-12-26,11.0,10.0146,9.25638,9.66505
2016-12-23,10.945,9.9697,9.23035,9.66182
2016-12-22,10.9025,9.92415,9.2059,9.65898
2016-12-21,11.08,9.8821,9.1812,9.65611
2016-12-20,11.36,9.84105,9.1539,9.65183
2016-12-19,11.5,9.7926,9.12412,9.64647
2016-12-16,11.635,9.73475,9.09205,9.64021
2016-12-15,11.645,9.6771,9.0609,9.63348
2016-12-14,11.11,9.6185,9.02875,9.62682
2016-12-13,10.91,9.56615,9.00605,9.62245
2016-12-12,11.05,9.51995,8.9876,9.61915
2016-12-09,11.04,9.4686,8.9697,9.61519
2016-12-08,10.8375,9.41915,8.9522,9.61148
2016-12-07,10.745,9.37375,8.93662,9.60866
2016-12-06,10.64,9.32935,8.92243,9.60628
2016-12-05,10.53,9.28585,8.9083,9.60423
2016-12-02,10.855,9.24615,8.89275,9.60241
2016-12-01,10.7325,9.19435,8.87425,9.59939
2016-11-30,10.8275,9.1447,8.85515,9.59634
2016-11-29,10.5925,9.09805,8.8365,9.59195
2016-11-28,10.3975,9.0572,8.82162,9.58954
2016-11-25,10.4425,9.02105,8.8114,9.58823
2016-11-24,10.615,8.9829,8.8017,9.5863
2016-11-23,10.58,8.9397,8.79202,9.58377
2016-11-22,10.24,8.89945,8.78475,9.58147
2016-11-21,10.5,8.86315,8.78075,9.57988
2016-11-18,10.965,8.82405,8.77127,9.57745
2016-11-17,10.315,8.77225,8.75768,9.57359
2016-11-16,10.3725,8.73015,8.75195,9.57423
2016-11-15,9.905,8.6863,8.74492,9.57674
2016-11-14,10.3425,8.65505,8.75027,9.58208
2016-11-11,9.76,8.6175,8.75965,9.58553
2016-11-10,9.28,8.5932,8.77385,9.59129
2016-11-09,8.82,8.5815,8.7757,9.59941
2016-11-08,8.36,8.58105,8.78522,9.60983
2016-11-07,8.47,8.58715,8.79745,9.62157
2016-11-04,9.0275,8.5913,8.8079,9.63255
2016-11-03,8.8875,8.58135,8.81833,9.64096
2016-11-02,9.0525,8.5729,8.83302,9.64981
2016-11-01,8.65,8.5628,8.84383,9.6583
2016-10-31,8.54,8.55495,8.86633,9.6686
2016-10-28,8.4825,8.54965,8.88573,9.67873
2016-10-27,8.485,8.5452,8.9035,9.68892
2016-10-26,8.5625,8.54095,8.91355,9.69958
2016-10-25,8.6025,8.5378,8.91865,9.70999
2016-10-24,8.625,8.53305,8.9219,9.72008
2016-10-21,8.795,8.52485,8.9256,9.72926
2016-10-20,8.525,8.5136,8.92495,9.73822
2016-10-19,8.5525,8.5089,8.9311,9.74758
2016-10-18,8.64,8.5037,8.93997,9.75808
2016-10-17,8.755,8.49815,8.94608,9.76642
2016-10-14,8.6675,8.491,8.95047,9.77299
2016-10-13,8.8,8.48765,8.95498,9.77985
2016-10-12,9.0275,8.4803,8.9584,9.78659
2016-10-11,8.9375,8.46675,8.96225,9.79229
2016-10-10,8.6075,8.45565,8.9686,9.79689
2016-10-07,8.7525,8.44935,8.97873,9.80453
2016-10-06,8.715,8.4447,8.98895,9.81304
2016-10-05,8.4925,8.439,9.0009,9.81788
2016-10-04,8.6,8.44595,9.01433,9.82088
2016-10-03,8.4825,8.45525,9.0267,9.82391
2016-09-30,8.5675,8.4708,9.04107,9.82765
2016-09-29,8.5675,8.48525,9.05293,9.83081
2016-09-28,8.525,8.4995,9.0627,9.83414
